,# AUTORIZACION,FECHA PROGRAMACIÓN DE SERVICIO,HORA PROGRAMACIÓN SERVICIO,DEPARTAMENTO
40279,6341710,2026-04-05,18:30:00,CUNDINAMARCA
40290,6341742,2026-04-06,4:15:00,CUNDINAMARCA
40303,6341767,2026-04-05,18:05:00,CUNDINAMARCA
40322,6341801,2026-04-06,1:00:00,CUNDINAMARCA
40327,6341805,2026-04-05,19:25:00,ANTIOQUIA
40330,6341809,2026-04-05,20:00:00,CUNDINAMARCA
40338,6341826,2026-04-05,19:55:00,CUNDINAMARCA
40345,6341840,2026-04-05,22:00:00,ANTIOQUIA
40368,6341886,2026-04-05,21:10:00,ANTIOQUIA
40385,6341921,2026-04-05,22:15:00,CUNDINAMARCA
40408,6341971,2026-04-05,23:00:00,ANTIOQUIA
40420,6342009,2026-04-06,6:00:00,CUNDINAMARCA
40506,6342262,2026-04-08,18:00:00,ANTIOQUIA
40554,6342411,2026-04-10,20:00:00,ANTIOQUIA
40634,6342596,2026-04-06,18:00:00,ANTIOQUIA
40665,6342679,2026-04-06,19:00:00,CUNDINAMARCA
40724,6342896,2026-04-06,20:00:00,CUNDINAMARCA
40738,6342940,2026-04-06,19:00:00,VALLE DEL CAUCA
40750,6342679,2026-04-06,19:00:00,CUNDINAMARCA
40777,6343058,2026-04-06,19:30:00,ANTIOQUIA
40793,6343118,2026-04-06,21:30:00,VALLE DEL CAUCA
40852,6343321,2026-04-07,7:30:00,CUNDINAMARCA
40883,6343387,2026-04-07,12:30:00,CUNDINAMARCA
40894,6343415,2026-04-06,22:00:00,CUNDINAMARCA
40924,6343469,2026-04-07,3:00:00,VALLE DEL CAUCA
40926,6343475,2026-04-07,3:30:00,CUNDINAMARCA
40957,6343528,2026-04-07,15:00:00,CUNDINAMARCA
40992,6343591,2026-04-08,14:00:00,ANTIOQUIA
41018,6343664,2026-04-07,16:00:00,CUNDINAMARCA
41044,6343747,2026-04-07,20:30:00,CUNDINAMARCA
41046,6343744,2026-04-08,12:00:00,CUNDINAMARCA
41097,6343995,2026-04-11,23:30:00,ANTIOQUIA
41099,6343992,2026-04-07,18:00:00,ANTIOQUIA
41156,6344175,2026-04-07,14:00:00,ANTIOQUIA
41161,6344180,2026-04-07,17:20:00,VALLE DEL CAUCA
41162,6344174,2026-04-07,17:15:00,CUNDINAMARCA
41189,6344309,2026-04-11,2:00:00,CUNDINAMARCA
41197,6344325,2026-04-07,23:00:00,CUNDINAMARCA
41199,6344324,2026-04-07,19:30:00,CUNDINAMARCA
41200,6344355,2026-04-11,23:00:00,CUNDINAMARCA
41225,6344452,2026-04-07,19:00:00,VALLE DEL CAUCA
41290,6344612,2026-04-07,21:30:00,CUNDINAMARCA
41297,6344630,2026-04-07,21:00:00,CUNDINAMARCA
41309,6344664,2026-04-08,0:00:00,VALLE DEL CAUCA
41312,6344665,2026-04-07,23:45:00,CUNDINAMARCA
41339,6344729,2026-04-08,14:30:00,CUNDINAMARCA
41340,6344735,2026-04-08,4:30:00,CUNDINAMARCA
41358,6344764,2026-04-08,4:40:00,CUNDINAMARCA
41359,6344765,2026-04-08,5:15:00,CUNDINAMARCA
41361,6344764,2026-04-08,4:40:00,CUNDINAMARCA
41365,6344774,2026-04-08,20:00:00,ANTIOQUIA
41377,6344788,2026-04-08,17:00:00,ANTIOQUIA
41400,6344846,2026-04-08,23:00:00,ANTIOQUIA
41476,6345076,2026-04-08,17:00:00,CUNDINAMARCA
41509,6345192,2026-04-09,8:30:00,VALLE DEL CAUCA
41512,6345205,2026-04-08,15:30:00,VALLE DEL CAUCA
41519,6345222,2026-04-08,19:00:00,CUNDINAMARCA
41573,6345397,2026-04-08,20:30:00,ANTIOQUIA
41637,6345666,2026-04-09,5:00:00,CUNDINAMARCA
41644,6345706,2026-04-12,0:30:00,CUNDINAMARCA
41646,6345695,2026-04-09,8:00:00,CUNDINAMARCA
41665,6345793,2026-04-09,19:00:00,CUNDINAMARCA
41667,6345802,2026-04-12,9:40:00,CUNDINAMARCA
41670,6345810,2026-04-12,13:00:00,CUNDINAMARCA
41683,6345820,2026-04-09,8:00:00,CUNDINAMARCA
41693,6345851,2026-04-09,0:00:00,ANTIOQUIA
41694,6345852,2026-04-08,22:00:00,CUNDINAMARCA
41697,6345859,2026-04-08,21:15:00,CUNDINAMARCA
41706,6345872,2026-04-10,3:00:00,VALLE DEL CAUCA
41707,6345874,2026-04-08,22:00:00,CUNDINAMARCA
41711,6345846,2026-05-18,0:30:00,CUNDINAMARCA
41722,6345900,2026-04-08,22:30:00,CUNDINAMARCA
41724,6345906,2026-04-09,0:30:00,ANTIOQUIA
41734,6345931,2026-04-08,23:15:00,ANTIOQUIA
41739,6345936,2026-04-08,23:15:00,ANTIOQUIA
41744,6345945,2026-04-09,22:30:00,CUNDINAMARCA
41763,6345975,2026-04-08,23:30:00,CUNDINAMARCA
41773,6345994,2026-04-09,3:00:00,ANTIOQUIA
41778,6346002,2026-04-09,1:15:00,CUNDINAMARCA
41786,6346023,2026-04-09,14:30:00,CUNDINAMARCA
41791,6346029,2026-04-09,1:30:00,ANTIOQUIA
41794,6346035,2026-04-09,1:55:00,ANTIOQUIA
41796,6346030,2026-04-09,2:30:00,CUNDINAMARCA
41878,6346266,2026-04-09,17:15:00,VALLE DEL CAUCA
41917,6346394,2026-04-10,9:00:00,ANTIOQUIA
41945,6346507,2026-04-10,1:00:00,CUNDINAMARCA
42008,6346711,2026-04-09,22:00:00,ANTIOQUIA
42035,6346799,2026-04-09,21:30:00,CUNDINAMARCA
42064,6346887,2026-04-09,22:00:00,CUNDINAMARCA
42068,6346902,2026-04-09,22:30:00,CUNDINAMARCA
42079,6346929,2026-04-10,0:30:00,CUNDINAMARCA
42084,6346941,2026-04-09,23:00:00,CUNDINAMARCA
42087,6346942,2026-04-10,0:00:00,CUNDINAMARCA
42092,6349655,2026-04-09,21:00:00,VALLE DEL CAUCA
42102,6346983,2026-04-09,22:15:00,ANTIOQUIA
42105,6346981,2026-04-09,23:30:00,ANTIOQUIA
42113,6346997,2026-04-10,5:45:00,CUNDINAMARCA
42123,6347005,2026-04-09,22:45:00,CUNDINAMARCA
42124,6347026,2026-04-09,22:35:00,CUNDINAMARCA
42134,6347045,2026-04-13,22:35:00,ANTIOQUIA
42135,6347051,2026-04-09,23:15:00,CUNDINAMARCA
42138,6347053,2026-04-09,23:30:00,CUNDINAMARCA
42139,6347061,2026-04-09,23:25:00,CUNDINAMARCA
42142,6347060,2026-04-10,1:30:00,CUNDINAMARCA
42146,6347053,2026-04-09,23:30:00,CUNDINAMARCA
42159,6347093,2026-04-10,1:00:00,CUNDINAMARCA
42162,6347094,2026-04-10,1:00:00,CUNDINAMARCA
42172,6347123,2026-04-11,2:00:00,VALLE DEL CAUCA
42202,6347185,2026-04-10,4:30:00,CUNDINAMARCA
42293,6347434,2026-04-10,21:30:00,CUNDINAMARCA
42295,6347441,2026-04-10,17:30:00,ANTIOQUIA
42303,6347461,2026-04-10,13:50:00,CUNDINAMARCA
42332,6347544,2026-04-11,0:30:00,CUNDINAMARCA
42336,6347546,2026-04-12,3:00:00,CUNDINAMARCA
42340,6347576,2026-04-10,15:20:00,ANTIOQUIA
42342,6347572,2026-04-12,0:30:00,CUNDINAMARCA
42346,6347583,2026-04-12,3:00:00,CUNDINAMARCA
42355,6347621,2026-04-10,19:15:00,VALLE DEL CAUCA
42357,6347625,2026-04-10,22:00:00,VALLE DEL CAUCA
42370,6347672,2026-04-11,0:00:00,ANTIOQUIA
42371,6347687,2026-04-10,20:30:00,CUNDINAMARCA
42400,6347777,2026-04-10,21:00:00,CUNDINAMARCA
42408,6347787,2026-04-11,1:00:00,CUNDINAMARCA
42415,6347815,2026-04-12,2:20:00,ANTIOQUIA
42416,6347819,2026-04-11,9:30:00,VALLE DEL CAUCA
42419,6347825,2026-04-10,22:30:00,CUNDINAMARCA
42425,6347839,2026-04-10,21:00:00,VALLE DEL CAUCA
42433,6347877,2026-04-10,23:30:00,CUNDINAMARCA
42438,6347892,2026-04-10,18:55:00,ANTIOQUIA
42446,6347919,2026-04-10,22:30:00,VALLE DEL CAUCA
42462,6347981,2026-04-10,23:30:00,ANTIOQUIA
42465,6348007,2026-04-11,2:00:00,ANTIOQUIA
42466,6347998,2026-04-10,22:30:00,ANTIOQUIA
42477,6348043,2026-04-10,20:30:00,VALLE DEL CAUCA
42487,6348070,2026-04-10,21:00:00,CUNDINAMARCA
42494,6348091,2026-04-10,21:15:00,CUNDINAMARCA
42503,6348113,2026-04-11,21:00:00,CUNDINAMARCA
42506,6348095,2026-04-10,21:15:00,CUNDINAMARCA
42507,6348104,2026-04-11,1:30:00,CUNDINAMARCA
42511,6348125,2026-04-11,10:00:00,CUNDINAMARCA
42516,6348131,2026-04-11,1:30:00,CUNDINAMARCA
42518,6348137,2026-04-10,23:00:00,CUNDINAMARCA
42519,6348141,2026-04-10,23:00:00,CUNDINAMARCA
42520,6348145,2026-04-10,23:00:00,CUNDINAMARCA
42521,6348146,2026-04-10,22:30:00,CUNDINAMARCA
42522,6348148,2026-04-10,23:55:00,ANTIOQUIA
42523,6348147,2026-04-10,23:00:00,CUNDINAMARCA
42524,6348151,2026-04-10,19:45:00,CUNDINAMARCA
42525,6348141,2026-04-10,23:00:00,CUNDINAMARCA
42526,6348152,2026-04-11,0:15:00,CUNDINAMARCA
42530,6348165,2026-04-10,21:30:00,CUNDINAMARCA
42532,6348158,2026-04-11,1:00:00,CUNDINAMARCA
42533,6348171,2026-04-11,3:00:00,CUNDINAMARCA
42537,6348162,2026-04-10,23:00:00,ANTIOQUIA
42539,6348178,2026-04-11,1:00:00,ANTIOQUIA
42542,6348185,2026-04-10,23:00:00,ANTIOQUIA
42543,6348181,2026-04-11,1:45:00,ANTIOQUIA
42544,6348188,2026-04-10,23:05:00,CUNDINAMARCA
42546,6348183,2026-04-11,2:00:00,ANTIOQUIA
42551,4774049,2026-04-10,23:00:00,CUNDINAMARCA
42553,6348203,2026-04-11,3:30:00,CUNDINAMARCA
42555,6348204,2026-04-11,1:30:00,VALLE DEL CAUCA
42558,6348206,2026-04-11,0:30:00,ANTIOQUIA
42560,6348208,2026-04-11,0:00:00,ANTIOQUIA
42562,6348217,2026-04-10,23:15:00,VALLE DEL CAUCA
42563,6348212,2026-04-11,0:00:00,ANTIOQUIA
42564,6348214,2026-04-11,1:30:00,ANTIOQUIA
42567,6347123,2026-04-11,1:30:00,VALLE DEL CAUCA
42569,6348226,2026-04-11,2:00:00,CUNDINAMARCA
42571,6348231,2026-04-11,0:15:00,CUNDINAMARCA
42572,6348232,2026-04-10,23:05:00,ANTIOQUIA
42574,6348237,2026-04-11,0:00:00,CUNDINAMARCA
42576,6348244,2026-04-10,23:30:00,CUNDINAMARCA
42578,6348248,2026-04-11,1:30:00,ANTIOQUIA
42579,6348236,2026-04-10,23:20:00,CUNDINAMARCA
42580,6348249,2026-04-12,0:00:00,CUNDINAMARCA
42583,6348241,2026-04-10,23:30:00,ANTIOQUIA
42584,6348252,2026-04-10,23:30:00,CUNDINAMARCA
42586,6348254,2026-04-11,0:30:00,CUNDINAMARCA
42589,6348258,2026-04-11,1:00:00,ANTIOQUIA
42593,6348265,2026-04-11,1:30:00,ANTIOQUIA
42597,6348244,2026-04-10,23:30:00,CUNDINAMARCA
42606,6348287,2026-04-11,7:15:00,CUNDINAMARCA
42608,6348296,2026-04-11,1:30:00,ANTIOQUIA
42610,6348291,2026-04-11,0:30:00,CUNDINAMARCA
42611,6348301,2026-04-12,1:00:00,CUNDINAMARCA
42613,6348289,2026-04-11,1:00:00,ANTIOQUIA
42616,6348311,2026-04-11,1:00:00,CUNDINAMARCA
42617,6348293,2026-04-11,2:00:00,ANTIOQUIA
42618,6348299,2026-04-11,0:30:00,VALLE DEL CAUCA
42623,6348315,2026-04-11,0:35:00,ANTIOQUIA
42627,6348324,2026-04-11,2:30:00,ANTIOQUIA
42628,6348327,2026-04-11,1:30:00,CUNDINAMARCA
42630,6348330,2026-04-11,1:00:00,CUNDINAMARCA
42631,6348328,2026-04-11,2:00:00,CUNDINAMARCA
42633,6348331,2026-04-11,1:00:00,CUNDINAMARCA
42635,6348338,2026-04-12,0:00:00,CUNDINAMARCA
42636,6348340,2026-04-11,0:50:00,ANTIOQUIA
42638,6348336,2026-04-11,1:00:00,ANTIOQUIA
42639,6348345,2026-04-11,1:30:00,CUNDINAMARCA
42641,6348346,2026-04-11,2:00:00,ANTIOQUIA
42643,6348339,2026-04-11,1:00:00,ANTIOQUIA
42644,6348342,2026-04-11,2:00:00,ANTIOQUIA
42645,6348344,2026-04-11,1:30:00,CUNDINAMARCA
42646,6348353,2026-04-11,2:45:00,VALLE DEL CAUCA
42647,6348352,2026-04-11,1:30:00,CUNDINAMARCA
42650,6348360,2026-04-11,1:00:00,ANTIOQUIA
42654,6348365,2026-04-11,3:00:00,CUNDINAMARCA
42655,6348367,2026-04-11,2:00:00,ANTIOQUIA
42659,6348373,2026-04-11,4:05:00,ANTIOQUIA
42661,6348376,2026-04-11,1:05:00,ANTIOQUIA
42664,6348386,2026-04-12,0:30:00,VALLE DEL CAUCA
42666,6348373,2026-04-11,4:05:00,ANTIOQUIA
42667,6348387,2026-04-11,2:45:00,CUNDINAMARCA
42672,6348397,2026-04-11,2:30:00,CUNDINAMARCA
42676,6348403,2026-04-11,5:00:00,CUNDINAMARCA
42678,6348406,2026-04-11,2:25:00,CUNDINAMARCA
42679,6348408,2026-04-11,2:00:00,CUNDINAMARCA
42681,6348409,2026-04-11,2:25:00,ANTIOQUIA
42683,6348417,2026-04-11,3:00:00,CUNDINAMARCA
42685,638422,2026-04-11,3:00:00,CUNDINAMARCA
42689,6348430,2026-04-11,4:30:00,CUNDINAMARCA
42690,6348429,2026-04-11,3:20:00,VALLE DEL CAUCA
42693,6348432,2026-04-11,4:00:00,CUNDINAMARCA
42694,6348433,2026-04-11,10:30:00,ANTIOQUIA
42695,6348434,2026-04-11,3:40:00,ANTIOQUIA
42696,6348438,2026-04-11,4:00:00,ANTIOQUIA
42697,6348441,2026-04-11,3:45:00,ANTIOQUIA
42698,6348442,2026-04-11,13:00:00,CUNDINAMARCA
42699,6348437,2026-04-11,3:00:00,ANTIOQUIA
42700,6348439,2026-04-11,4:00:00,ANTIOQUIA
42703,6348446,2026-04-11,4:00:00,CUNDINAMARCA
42704,6348449,2026-04-11,4:15:00,ANTIOQUIA
42705,6348451,2026-04-11,4:00:00,ANTIOQUIA
42706,6348452,2026-04-11,4:30:00,CUNDINAMARCA
42707,6348453,2026-04-11,4:45:00,CUNDINAMARCA
42708,6348454,2026-04-11,11:00:00,CUNDINAMARCA
42710,6348457,2026-04-11,5:30:00,CUNDINAMARCA
42711,6348458,2026-04-12,2:00:00,CUNDINAMARCA
42717,6348449,2026-04-11,6:00:00,ANTIOQUIA
42738,6348510,2026-04-11,11:45:00,VALLE DEL CAUCA
42750,6348545,2026-04-11,13:00:00,CUNDINAMARCA
42767,6348592,2026-04-11,23:55:00,CUNDINAMARCA
42768,6348595,2026-04-12,1:00:00,ANTIOQUIA
42775,6348610,2026-04-12,0:30:00,CUNDINAMARCA
42780,6348619,2026-04-11,14:00:00,CUNDINAMARCA
42795,6348654,2026-04-11,23:00:00,ANTIOQUIA
42806,6348676,2026-04-11,20:00:00,CUNDINAMARCA
42807,6348678,2026-04-12,1:00:00,CUNDINAMARCA
42818,6348706,2026-04-12,2:00:00,ANTIOQUIA
42829,6348729,2026-04-11,23:00:00,CUNDINAMARCA
42830,6348730,2026-04-12,2:00:00,ANTIOQUIA
42846,6348776,2026-04-12,2:45:00,VALLE DEL CAUCA
42849,6348780,2026-04-12,0:00:00,ANTIOQUIA
42855,6348788,2026-04-11,23:00:00,CUNDINAMARCA
42858,6348790,2026-04-11,23:35:00,ANTIOQUIA
42859,6348793,2026-04-11,19:30:00,ANTIOQUIA
42864,6348798,2026-04-11,23:59:00,CUNDINAMARCA
42872,6348809,2026-04-12,0:00:00,CUNDINAMARCA
42874,6348811,2026-04-11,17:00:00,CUNDINAMARCA
42875,6348815,2026-04-11,18:00:00,CUNDINAMARCA
42878,6348810,2026-04-11,22:30:00,CUNDINAMARCA
42881,6348822,2026-04-12,0:00:00,ANTIOQUIA
42883,6348826,2026-04-11,23:30:00,CUNDINAMARCA
42885,6348824,2026-04-11,21:15:00,ANTIOQUIA
42887,6348831,2026-04-11,23:30:00,CUNDINAMARCA
42889,6348825,2026-04-12,1:15:00,ANTIOQUIA
42896,6348853,2026-04-11,19:00:00,CUNDINAMARCA
42898,6348843,2026-04-12,2:30:00,CUNDINAMARCA
42901,6348844,2026-04-12,3:00:00,ANTIOQUIA
42902,6348858,2026-04-11,23:40:00,ANTIOQUIA
42904,6348862,2026-04-11,23:55:00,CUNDINAMARCA
42906,6348863,2026-04-12,4:00:00,ANTIOQUIA
42907,6348865,2026-04-11,20:00:00,CUNDINAMARCA
42910,6348868,2026-04-11,18:30:00,ANTIOQUIA
42914,6348877,2026-04-11,22:00:00,CUNDINAMARCA
42919,6348884,2026-04-11,19:30:00,CUNDINAMARCA
42921,6348881,2026-04-12,3:00:00,VALLE DEL CAUCA
42927,6348901,2026-04-12,2:10:00,ANTIOQUIA
42931,6348908,2026-04-11,21:00:00,CUNDINAMARCA
42938,6348927,2026-04-11,23:00:00,ANTIOQUIA
42940,6348928,2026-04-12,1:00:00,ANTIOQUIA
42941,6348930,2026-04-11,19:15:00,CUNDINAMARCA
42942,6348934,2026-04-12,2:00:00,CUNDINAMARCA
42943,6348937,2026-04-11,20:00:00,CUNDINAMARCA
42948,6348948,2026-04-12,1:20:00,CUNDINAMARCA
42951,6348953,2026-04-12,0:30:00,ANTIOQUIA
42952,6348945,2026-04-11,23:00:00,CUNDINAMARCA
42953,6348959,2026-04-12,1:00:00,CUNDINAMARCA
42954,6348941,2026-04-11,20:00:00,CUNDINAMARCA
42956,6348957,2026-04-11,21:00:00,CUNDINAMARCA
42957,6348961,2026-04-11,20:00:00,ANTIOQUIA
42958,6348950,2026-04-11,21:00:00,ANTIOQUIA
42963,6348958,2026-04-11,21:00:00,CUNDINAMARCA
42965,6348976,2026-04-11,23:00:00,CUNDINAMARCA
42966,6348966,2026-04-11,23:00:00,CUNDINAMARCA
42968,6348971,2026-04-11,22:00:00,CUNDINAMARCA
42969,6348979,2026-04-11,20:10:00,CUNDINAMARCA
42972,6348984,2026-04-11,23:00:00,ANTIOQUIA
42974,6348989,2026-04-12,4:55:00,VALLE DEL CAUCA
42975,6348978,2026-04-12,0:00:00,CUNDINAMARCA
42978,6348986,2026-04-12,1:15:00,CUNDINAMARCA
42979,6348997,2026-04-12,1:00:00,ANTIOQUIA
42980,6348990,2026-04-12,2:00:00,CUNDINAMARCA
42981,6348995,2026-04-12,1:30:00,VALLE DEL CAUCA
42982,6348998,2026-04-11,21:00:00,CUNDINAMARCA
42984,6349000,2026-04-11,21:00:00,CUNDINAMARCA
42986,6349012,2026-04-11,21:00:00,CUNDINAMARCA
42989,6349007,2026-04-11,20:30:00,CUNDINAMARCA
42990,6349017,2026-04-12,1:00:00,CUNDINAMARCA
42991,6349015,2026-04-12,0:00:00,CUNDINAMARCA
42993,6349028,2026-04-12,2:00:00,ANTIOQUIA
42998,6349033,2026-04-11,21:00:00,ANTIOQUIA
43000,6349046,2026-04-11,23:55:00,CUNDINAMARCA
43006,6349038,2026-04-11,23:45:00,ANTIOQUIA
43007,6349039,2026-04-12,3:00:00,ANTIOQUIA
43008,6349060,2026-04-12,1:35:00,ANTIOQUIA
43009,6349043,2026-04-11,21:30:00,CUNDINAMARCA
43011,6349068,2026-04-12,0:30:00,ANTIOQUIA
43014,6349058,2026-04-11,23:00:00,CUNDINAMARCA
43015,6349071,2026-04-12,0:00:00,ANTIOQUIA
43016,6349075,2026-04-11,23:30:00,ANTIOQUIA
43018,6349080,2026-04-11,21:30:00,ANTIOQUIA
43019,6349049,2026-04-12,6:30:00,ANTIOQUIA
43020,6349088,2026-04-11,23:30:00,CUNDINAMARCA
43027,6349057,2026-04-11,22:00:00,CUNDINAMARCA
43028,6349056,2026-04-11,23:45:00,ANTIOQUIA
43034,6349087,2026-04-11,22:00:00,ANTIOQUIA
43035,6349078,2026-04-11,23:30:00,ANTIOQUIA
43036,6349090,2026-04-12,1:00:00,ANTIOQUIA
43039,6349111,2026-04-11,21:45:00,CUNDINAMARCA
43040,6349115,2026-04-11,22:30:00,CUNDINAMARCA
43044,6349121,2026-04-12,0:00:00,ANTIOQUIA
43045,6349122,2026-04-11,22:10:00,ANTIOQUIA
43046,6349119,2026-04-11,23:30:00,ANTIOQUIA
43047,6349123,2026-04-11,22:10:00,CUNDINAMARCA
43049,6349124,2026-04-12,0:15:00,VALLE DEL CAUCA
43051,6349129,2026-04-12,0:15:00,ANTIOQUIA
43052,6349131,2026-04-11,22:10:00,CUNDINAMARCA
43055,6349138,2026-04-12,1:45:00,CUNDINAMARCA
43056,6349132,2026-04-12,2:00:00,CUNDINAMARCA
43058,6349143,2026-04-12,0:45:00,ANTIOQUIA
43061,6349145,2026-04-12,2:00:00,ANTIOQUIA
43063,6349148,2026-04-11,22:25:00,CUNDINAMARCA
43064,6349134,2026-04-11,22:30:00,ANTIOQUIA
43065,6349141,2026-04-12,1:00:00,ANTIOQUIA
43066,6349150,2026-04-11,22:00:00,CUNDINAMARCA
43069,6349155,2026-04-11,23:00:00,ANTIOQUIA
43070,6349144,2026-04-12,2:00:00,CUNDINAMARCA
43071,6349160,2026-04-11,22:00:00,CUNDINAMARCA
43072,6349161,2026-04-12,3:15:00,ANTIOQUIA
43074,6349165,2026-04-12,2:45:00,ANTIOQUIA
43075,63499167,2026-04-12,2:00:00,ANTIOQUIA
43076,6349147,2026-04-12,0:30:00,ANTIOQUIA
43077,6349170,2026-04-12,1:30:00,CUNDINAMARCA
43079,6349172,2026-04-11,22:35:00,VALLE DEL CAUCA
43080,6349174,2026-04-12,1:00:00,CUNDINAMARCA
43081,6349149,2026-04-12,1:00:00,CUNDINAMARCA
43082,6349145,2026-04-12,2:00:00,ANTIOQUIA
43083,6349176,2026-04-11,23:55:00,ANTIOQUIA
43084,6349162,2026-04-12,1:30:00,CUNDINAMARCA
43085,6349177,2026-04-12,1:00:00,CUNDINAMARCA
43087,6349178,2026-04-12,0:00:00,ANTIOQUIA
43088,78c9726b-2be5-4842-961b-e5c4901ad72a,2026-04-12,1:30:00,ANTIOQUIA
43089,6349182,2026-04-11,22:55:00,CUNDINAMARCA
43091,6349169,2026-04-12,2:00:00,CUNDINAMARCA
43092,6349168,2026-04-11,23:00:00,CUNDINAMARCA
43093,6349186,2026-04-11,23:30:00,ANTIOQUIA
43095,6349175,2026-04-11,23:00:00,CUNDINAMARCA
43096,6349179,2026-04-11,23:30:00,CUNDINAMARCA
43099,6349192,2026-04-11,23:35:00,CUNDINAMARCA
43100,6349201,2026-04-11,23:15:00,CUNDINAMARCA
43101,6349204,2026-04-12,2:00:00,CUNDINAMARCA
43103,6349210,2026-04-12,0:00:00,CUNDINAMARCA
43104,6349181,2026-04-11,23:15:00,CUNDINAMARCA
43106,6349205,2026-04-12,1:00:00,ANTIOQUIA
43107,6349211,2026-04-12,3:35:00,VALLE DEL CAUCA
43108,6349218,2026-04-12,2:00:00,ANTIOQUIA
43110,6349184,2026-04-12,1:00:00,VALLE DEL CAUCA
43111,6349183,2026-04-12,6:00:00,CUNDINAMARCA
43113,6349221,2026-04-11,23:35:00,CUNDINAMARCA
43115,6349195,2026-04-12,0:00:00,ANTIOQUIA
43116,6349191,2026-04-11,23:30:00,CUNDINAMARCA
43119,6349232,2026-04-11,23:25:00,CUNDINAMARCA
43120,6349238,2026-04-12,0:00:00,CUNDINAMARCA
43122,6349194,2026-04-11,23:30:00,ANTIOQUIA
43128,6349247,2026-04-12,0:30:00,ANTIOQUIA
43129,6349217,2026-04-12,1:00:00,VALLE DEL CAUCA
43130,6349206,2026-04-12,1:00:00,CUNDINAMARCA
43134,6349228,2026-04-12,12:00:00,ANTIOQUIA
43135,6349256,2026-04-12,2:00:00,ANTIOQUIA
43136,6349259,2026-04-12,0:15:00,CUNDINAMARCA
43137,6349230,2026-04-12,0:00:00,CUNDINAMARCA
43139,6349255,2026-04-12,2:00:00,ANTIOQUIA
43141,6349261,2026-04-12,0:30:00,CUNDINAMARCA
43142,6349268,2026-04-12,0:00:00,CUNDINAMARCA
43143,6349260,2026-04-12,2:35:00,ANTIOQUIA
43146,6349266,2026-04-12,0:40:00,ANTIOQUIA
43147,6349267,2026-04-12,1:00:00,CUNDINAMARCA
43148,6349276,2026-04-12,0:15:00,ANTIOQUIA
43150,6349257,2026-04-12,0:15:00,CUNDINAMARCA
43151,6349271,2026-04-12,1:15:00,ANTIOQUIA
43153,6349277,2026-04-11,23:50:00,CUNDINAMARCA
43154,6349258,2026-04-12,2:00:00,CUNDINAMARCA
43155,6349274,2026-04-12,2:30:00,VALLE DEL CAUCA
43156,6349272,2026-04-12,0:30:00,ANTIOQUIA
43157,6349279,2026-04-12,2:00:00,CUNDINAMARCA
43159,6349285,2026-04-12,1:00:00,ANTIOQUIA
43160,6349288,2026-04-12,0:40:00,ANTIOQUIA
43162,6349287,2026-04-12,2:30:00,CUNDINAMARCA
43163,6349273,2026-04-12,1:00:00,ANTIOQUIA
43165,6349280,2026-04-12,1:00:00,CUNDINAMARCA
43166,6349284,2026-04-12,0:30:00,VALLE DEL CAUCA
43167,6349251,2026-04-12,1:00:00,CUNDINAMARCA
43168,6349294,2026-01-12,1:30:00,CUNDINAMARCA
43169,6349295,2026-04-12,2:30:00,VALLE DEL CAUCA
43170,6349293,2026-04-12,0:05:00,ANTIOQUIA
43172,6349291,2026-04-12,3:00:00,ANTIOQUIA
43173,6349296,2026-04-12,4:00:00,ANTIOQUIA
43175,6349301,2026-04-12,1:00:00,VALLE DEL CAUCA
43176,6349298,2026-04-12,2:00:00,ANTIOQUIA
43177,6349297,2026-04-12,2:00:00,CUNDINAMARCA
43178,6349300,2026-04-12,4:00:00,ANTIOQUIA
43179,6347815,2026-04-12,2:00:00,ANTIOQUIA
43180,6349302,2026-04-12,1:00:00,ANTIOQUIA
43181,6349306,2026-04-12,1:00:00,CUNDINAMARCA
43182,6349305,2026-04-12,1:05:00,ANTIOQUIA
43185,6349308,2026-04-12,0:55:00,ANTIOQUIA
43187,6349309,2026-04-12,1:00:00,CUNDINAMARCA
43188,6349318,2026-04-12,1:00:00,ANTIOQUIA
43189,6349314,2026-04-12,2:00:00,CUNDINAMARCA
43190,6349315,2026-04-12,1:45:00,ANTIOQUIA
43191,6349317,2026-04-12,0:45:00,CUNDINAMARCA
43192,6349316,2026-04-12,1:05:00,ANTIOQUIA
43193,6349312,2026-04-12,2:00:00,ANTIOQUIA
43194,6349321,2026-04-12,1:15:00,ANTIOQUIA
43195,6349322,2026-04-12,2:30:00,VALLE DEL CAUCA
43199,6349325,2026-04-12,1:30:00,CUNDINAMARCA
43200,6349326,2026-04-12,2:30:00,CUNDINAMARCA
43201,6349335,2026-04-12,1:30:00,CUNDINAMARCA
43202,6349328,2026-04-12,3:00:00,CUNDINAMARCA
43203,6349334,2026-04-12,2:00:00,ANTIOQUIA
43204,6349337,2026-04-12,3:00:00,CUNDINAMARCA
43205,6349336,2026-04-12,2:30:00,CUNDINAMARCA
43206,6349329,2026-04-12,2:00:00,CUNDINAMARCA
43207,6349327,2026-04-12,2:00:00,ANTIOQUIA
43208,6349338,2026-04-12,1:00:00,CUNDINAMARCA
43209,6349337,2026-04-12,3:00:00,CUNDINAMARCA
43213,6349342,2026-04-12,1:00:00,ANTIOQUIA
43215,6349345,2026-04-12,3:05:00,CUNDINAMARCA
43222,6349359,2026-04-12,3:00:00,CUNDINAMARCA
