,# AUTORIZACION,FECHA PROGRAMACIÓN DE SERVICIO,HORA PROGRAMACIÓN SERVICIO,DEPARTAMENTO
65009,6402828,2026-05-31,2:00:00,CUNDINAMARCA
65010,6402829,2026-05-31,1:00:00,CUNDINAMARCA
65011,6402830,2026-05-31,1:00:00,CUNDINAMARCA
65014,6402835,2026-05-31,1:15:00,CUNDINAMARCA
65020,6402537,2026-05-31,8:00:00,CUNDINAMARCA
65022,6402848,2026-05-31,3:30:00,ANTIOQUIA
65028,6402857,2026-05-31,1:45:00,CUNDINAMARCA
65030,6402861,2026-05-31,2:00:00,CUNDINAMARCA
65032,6402865,2026-05-31,1:10:00,ANTIOQUIA
65034,6402864,2026-05-31,2:00:00,VALLE DEL CAUCA
65036,6402869,2026-05-31,2:00:00,ANTIOQUIA
65039,6402875,2026-05-31,2:30:00,ANTIOQUIA
65040,6402874,2026-05-31,2:30:00,ANTIOQUIA
65043,6402882,2026-05-31,4:10:00,CUNDINAMARCA
65045,6402880,2026-05-31,4:00:00,CUNDINAMARCA
65046,6402884,2026-05-31,2:25:00,CUNDINAMARCA
65049,6402889,2026-05-31,3:35:00,CUNDINAMARCA
65051,6402891,2026-05-31,3:25:00,VALLE DEL CAUCA
65054,6402897,2026-05-31,21:50:00,CUNDINAMARCA
65058,6402903,2026-05-31,6:00:00,CUNDINAMARCA
65065,6402920,2026-05-31,17:00:00,CUNDINAMARCA
65123,6403020,2026-05-31,19:30:00,CUNDINAMARCA
65143,6403057,2026-05-31,18:30:00,ANTIOQUIA
65154,6403086,2026-05-31,21:00:00,ANTIOQUIA
65158,6403098,2026-05-31,18:30:00,ANTIOQUIA
65163,6403102,2026-05-31,17:00:00,ANTIOQUIA
65172,6403127,2026-05-31,18:00:00,CUNDINAMARCA
65182,PHR870,2026-05-31,18:00:00,CUNDINAMARCA
65184,6403149,2026-05-31,21:00:00,CUNDINAMARCA
65208,6403193,2026-05-31,21:00:00,CUNDINAMARCA
65212,6403208,2026-05-31,21:00:00,CUNDINAMARCA
65217,6403211,2026-05-31,23:00:00,CUNDINAMARCA
65222,6403226,2026-05-31,23:30:00,ANTIOQUIA
65244,6403271,2026-05-01,10:00:00,VALLE DEL CAUCA
65266,6403313,2026-06-01,1:00:00,ANTIOQUIA
65267,6403325,2026-06-01,1:10:00,ANTIOQUIA
65272,6403334,2026-06-02,7:00:00,CUNDINAMARCA
65274,6403337,2026-06-01,2:10:00,CUNDINAMARCA
65276,6403338,2026-06-01,2:15:00,CUNDINAMARCA
65278,6403347,2026-06-01,2:00:00,ANTIOQUIA
65316,6403413,2026-06-01,16:00:00,VALLE DEL CAUCA
65391,6403621,2026-06-01,16:30:00,CUNDINAMARCA
65419,6403711,2026-06-01,16:30:00,CUNDINAMARCA
65422,6403719,2026-06-01,16:30:00,CUNDINAMARCA
65432,6403753,2026-06-08,2:00:00,ANTIOQUIA
65500,6404012,2026-06-01,17:45:00,CUNDINAMARCA
65504,6404026,2026-06-06,0:00:00,CUNDINAMARCA
65515,6404083,2026-06-01,18:45:00,CUNDINAMARCA
65525,6404135,2026-06-01,22:30:00,CUNDINAMARCA
65572,6404308,2026-06-01,21:00:00,CUNDINAMARCA
65577,6404323,2026-06-01,21:00:00,CUNDINAMARCA
65601,6404401,2026-06-01,22:15:00,CUNDINAMARCA
65606,6404410,2026-06-07,0:01:00,ANTIOQUIA
65611,6404413,2026-06-02,22:15:00,ANTIOQUIA
65621,6404437,2026-06-02,18:00:00,CUNDINAMARCA
65622,6404439,2026-06-01,22:00:00,VALLE DEL CAUCA
65651,6404505,2026-06-02,0:20:00,CUNDINAMARCA
65655,6404515,2026-06-02,8:00:00,CUNDINAMARCA
65658,6404524,2026-06-02,4:30:00,CUNDINAMARCA
65671,6404541,2026-06-02,15:00:00,ANTIOQUIA
65681,6404561,2026-06-02,8:15:00,ANTIOQUIA
65845,6404961,2026-06-07,2:00:00,VALLE DEL CAUCA
65850,6404945,2026-06-02,16:00:00,ANTIOQUIA
65862,6405033,2026-06-02,15:30:00,CUNDINAMARCA
65957,6405335,2026-06-05,8:00:00,VALLE DEL CAUCA
65961,6405360,2026-06-02,22:30:00,CUNDINAMARCA
66011,6405575,2026-06-02,21:05:00,CUNDINAMARCA
66032,6405646,2026-06-02,22:00:00,ANTIOQUIA
66034,6405645,2026-06-02,23:30:00,CUNDINAMARCA
66035,6405651,2026-06-02,22:30:00,CUNDINAMARCA
66048,6405671,2026-06-03,22:30:00,CUNDINAMARCA
66068,6405720,2026-06-02,23:20:00,CUNDINAMARCA
66069,6405725,2026-06-02,23:50:00,ANTIOQUIA
66079,6405750,2026-06-03,1:00:00,ANTIOQUIA
66086,6405762,2026-06-03,6:00:00,CUNDINAMARCA
66100,6405791,2026-06-03,1:00:00,CUNDINAMARCA
66104,6405797,2026-06-03,0:00:00,ANTIOQUIA
66106,6405800,2026-06-03,14:00:00,ANTIOQUIA
66109,6405805,2026-06-03,12:45:00,CUNDINAMARCA
66143,6405879,2026-06-07,9:30:00,CUNDINAMARCA
66164,6405939,2026-06-03,15:00:00,CUNDINAMARCA
66213,6406079,2026-06-07,13:00:00,CUNDINAMARCA
66246,6406209,2026-06-03,18:50:00,CUNDINAMARCA
66283,6406320,2026-06-03,19:00:00,CUNDINAMARCA
66297,6406356,2026-06-07,1:05:00,CUNDINAMARCA
66309,6406373,2026-06-04,9:00:00,VALLE DEL CAUCA
66338,6406461,2026-06-03,18:45:00,CUNDINAMARCA
66368,6406594,2026-06-03,20:00:00,CUNDINAMARCA
66383,6406632,2026-06-03,23:00:00,CUNDINAMARCA
66386,6406658,2026-06-04,15:30:00,CUNDINAMARCA
66397,6406697,2026-06-03,21:00:00,CUNDINAMARCA
66399,6406712,2026-06-03,22:10:00,VALLE DEL CAUCA
66403,6406723,2026-06-06,23:30:00,ANTIOQUIA
66430,6406796,2026-06-03,22:30:00,ANTIOQUIA
66445,6406823,2026-06-04,1:30:00,CUNDINAMARCA
66453,6406833,2026-06-03,22:45:00,CUNDINAMARCA
66467,6406860,2026-06-04,10:00:00,VALLE DEL CAUCA
66473,6406877,2026-06-07,1:15:00,CUNDINAMARCA
66476,6406882,2026-06-04,0:15:00,CUNDINAMARCA
66492,6406911,2026-06-07,3:15:00,CUNDINAMARCA
66498,6406926,2026-06-04,9:00:00,ANTIOQUIA
66509,6406940,2026-06-04,8:30:00,VALLE DEL CAUCA
66528,6406987,2026-06-04,5:30:00,CUNDINAMARCA
66532,6406993,2026-06-04,10:00:00,ANTIOQUIA
66554,6407035,2026-06-05,2:45:00,ANTIOQUIA
66560,6407053,2026-06-04,13:00:00,VALLE DEL CAUCA
66597,6407166,2026-06-05,1:30:00,ANTIOQUIA
66653,6407327,2026-06-06,23:00:00,CUNDINAMARCA
66676,6407407,2026-06-04,15:30:00,CUNDINAMARCA
66681,6407410,2026-06-04,22:15:00,CUNDINAMARCA
66691,6407436,2026-06-06,2:45:00,ANTIOQUIA
66735,6407536,2026-06-08,1:00:00,CUNDINAMARCA
66741,6407560,2026-06-04,21:30:00,CUNDINAMARCA
66762,6407597,2026-06-05,3:00:00,CUNDINAMARCA
66781,6407646,2026-06-04,22:00:00,VALLE DEL CAUCA
66782,6407629,2026-06-04,19:00:00,VALLE DEL CAUCA
66792,6407673,2026-06-04,20:00:00,ANTIOQUIA
66797,6407677,2026-06-04,23:15:00,CUNDINAMARCA
66801,6407685,2026-06-04,21:00:00,CUNDINAMARCA
66807,6407725,2026-06-04,19:30:00,CUNDINAMARCA
66808,6407738,2026-06-04,22:30:00,CUNDINAMARCA
66809,6407744,2026-06-05,9:00:00,CUNDINAMARCA
66814,6407763,2026-06-05,0:00:00,CUNDINAMARCA
66818,6407743,2026-06-07,1:30:00,ANTIOQUIA
66824,6407791,2026-06-04,21:00:00,CUNDINAMARCA
66825,6407765,2026-06-06,22:00:00,CUNDINAMARCA
66826,6407798,2026-06-05,1:30:00,CUNDINAMARCA
66827,6407774,2026-06-04,19:00:00,CUNDINAMARCA
66829,6407778,2026-06-04,23:15:00,ANTIOQUIA
66830,6407786,2026-06-04,21:00:00,CUNDINAMARCA
66833,6407799,2026-06-04,21:00:00,CUNDINAMARCA
66838,6407832,2026-06-05,23:00:00,CUNDINAMARCA
66839,6407838,2026-06-04,21:00:00,CUNDINAMARCA
66845,6407860,2026-06-07,1:00:00,CUNDINAMARCA
66853,6407871,2026-06-04,22:00:00,ANTIOQUIA
66855,6407874,2026-06-04,21:30:00,ANTIOQUIA
66860,6407887,2026-06-04,21:10:00,CUNDINAMARCA
66863,6407892,2026-06-04,21:10:00,CUNDINAMARCA
66865,6407897,2026-06-04,22:00:00,CUNDINAMARCA
66868,6407902,2026-06-04,21:50:00,ANTIOQUIA
66869,6407903,2026-06-04,23:30:00,ANTIOQUIA
66893,6407959,2026-06-04,22:50:00,CUNDINAMARCA
66896,6407964,2026-06-06,23:59:00,CUNDINAMARCA
66907,6407410,2026-06-04,22:15:00,CUNDINAMARCA
66914,6408018,2026-06-04,23:15:00,CUNDINAMARCA
66918,6408027,2026-06-04,23:30:00,ANTIOQUIA
66929,6408052,2026-06-06,2:00:00,ANTIOQUIA
66930,6408054,2026-06-05,0:00:00,ANTIOQUIA
66936,6408064,2026-06-05,0:05:00,CUNDINAMARCA
66937,6408066,2026-06-05,8:00:00,CUNDINAMARCA
66942,6408077,2026-06-05,0:05:00,ANTIOQUIA
66943,6408064,2026-06-05,0:05:00,CUNDINAMARCA
66944,6408078,2026-06-07,2:00:00,CUNDINAMARCA
66957,6408107,2026-06-06,1:30:00,ANTIOQUIA
66973,6408153,2026-06-06,11:00:00,CUNDINAMARCA
66975,6408157,2026-06-06,1:30:00,CUNDINAMARCA
66984,6408173,2026-06-05,3:45:00,ANTIOQUIA
66994,6408207,2026-06-05,5:30:00,CUNDINAMARCA
66997,6408211,2026-06-05,13:55:00,CUNDINAMARCA
67025,6408310,2026-06-08,0:15:00,CUNDINAMARCA
67064,6408433,2026-06-05,13:00:00,VALLE DEL CAUCA
67086,6408490,2026-06-06,2:00:00,ANTIOQUIA
67115,6408556,2026-06-06,11:45:00,CUNDINAMARCA
67116,6408548,2026-06-05,23:00:00,CUNDINAMARCA
67118,6408561,2026-06-06,2:00:00,VALLE DEL CAUCA
67123,6408571,2026-06-06,23:00:00,CUNDINAMARCA
67124,6408573,2026-06-06,1:30:00,ANTIOQUIA
67148,6408659,2026-06-06,4:00:00,CUNDINAMARCA
67167,6408695,2026-06-06,1:15:00,ANTIOQUIA
67182,6408672,2026-06-07,3:15:00,CUNDINAMARCA
67188,6408751,2026-06-05,20:00:00,CUNDINAMARCA
67191,6408756,2026-06-06,2:15:00,CUNDINAMARCA
67192,6408754,2026-06-05,17:30:00,CUNDINAMARCA
67198,6408767,2026-06-06,16:00:00,ANTIOQUIA
67201,6408777,2026-06-05,20:00:00,ANTIOQUIA
67205,6408779,2026-06-06,1:00:00,ANTIOQUIA
67208,6408783,2026-06-05,20:00:00,ANTIOQUIA
67210,6408787,2026-06-13,1:00:00,ANTIOQUIA
67215,6408788,2026-06-05,18:00:00,CUNDINAMARCA
67228,6408840,2026-06-05,17:00:00,ANTIOQUIA
67230,6408845,2026-06-06,3:15:00,VALLE DEL CAUCA
67234,6408864,2026-06-06,0:35:00,CUNDINAMARCA
67237,6408872,2026-06-06,0:30:00,VALLE DEL CAUCA
67241,6408900,2026-06-05,18:20:00,ANTIOQUIA
67242,6408907,2026-06-05,19:00:00,ANTIOQUIA
67244,6408913,2026-06-05,21:00:00,ANTIOQUIA
67259,6408973,2026-06-05,18:30:00,CUNDINAMARCA
67264,6408982,2026-06-06,3:30:00,ANTIOQUIA
67277,6409028,2026-06-05,20:00:00,CUNDINAMARCA
67284,6409015,2026-06-06,1:30:00,CUNDINAMARCA
67292,6409080,2026-06-05,20:30:00,ANTIOQUIA
67294,6409070,2026-06-06,19:00:00,ANTIOQUIA
67296,6409090,2026-06-06,1:15:00,CUNDINAMARCA
67297,6409031,2026-06-06,0:15:00,ANTIOQUIA
67298,6409097,2026-06-05,20:00:00,CUNDINAMARCA
67300,6409103,2026-06-05,23:00:00,CUNDINAMARCA
67301,6409096,2026-06-05,19:30:00,CUNDINAMARCA
67304,6409050,2026-06-05,20:15:00,CUNDINAMARCA
67321,6409140,2026-06-06,1:30:00,ANTIOQUIA
67326,6409182,2026-06-05,21:00:00,CUNDINAMARCA
67333,6409195,2026-06-05,21:10:00,CUNDINAMARCA
67338,6409031,2026-06-06,0:15:00,ANTIOQUIA
67341,6409201,2026-06-06,1:00:00,CUNDINAMARCA
67342,6409140,2026-06-06,1:30:00,ANTIOQUIA
67346,6409161,2026-06-05,23:30:00,CUNDINAMARCA
67347,6409167,2026-06-05,22:00:00,CUNDINAMARCA
67350,6409226,2026-06-05,21:50:00,CUNDINAMARCA
67351,6409190,2026-06-06,1:00:00,ANTIOQUIA
67353,6409230,2026-06-07,21:00:00,CUNDINAMARCA
67354,6409203,2026-06-05,23:00:00,ANTIOQUIA
67355,6409225,2026-06-06,10:00:00,CUNDINAMARCA
67356,6409224,2026-06-06,1:30:00,CUNDINAMARCA
67357,6409235,2026-06-05,22:00:00,CUNDINAMARCA
67360,6409243,2026-06-05,22:00:00,CUNDINAMARCA
67361,6409244,2026-06-06,0:00:00,ANTIOQUIA
67363,6409249,2026-06-06,0:00:00,ANTIOQUIA
67367,6409251,2026-06-06,3:55:00,CUNDINAMARCA
67370,6409240,2026-06-06,1:30:00,CUNDINAMARCA
67373,6409241,2026-06-06,0:00:00,CUNDINAMARCA
67380,6409230,2026-06-08,0:00:00,CUNDINAMARCA
67381,6409281,2026-06-05,22:45:00,CUNDINAMARCA
67383,6409290,2026-06-05,22:40:00,ANTIOQUIA
67387,6409255,2026-06-06,1:30:00,CUNDINAMARCA
67389,6409259,2026-06-05,22:30:00,CUNDINAMARCA
67390,6409304,2026-06-06,1:00:00,CUNDINAMARCA
67393,6409306,2026-06-05,23:00:00,ANTIOQUIA
67394,6409309,2026-06-05,22:00:00,CUNDINAMARCA
67395,6409264,2026-06-05,22:30:00,ANTIOQUIA
67396,6409308,2026-06-06,3:15:00,VALLE DEL CAUCA
67397,6409310,2026-06-06,2:00:00,CUNDINAMARCA
67399,6409314,2026-06-06,1:45:00,CUNDINAMARCA
67400,6409268,2026-06-05,23:00:00,ANTIOQUIA
67402,6409316,2026-06-06,22:00:00,ANTIOQUIA
67404,6409317,2026-06-06,1:20:00,CUNDINAMARCA
67406,6409278,2026-06-05,22:45:00,CUNDINAMARCA
67407,6409323,2026-06-06,1:00:00,ANTIOQUIA
67409,6409318,2026-06-06,1:30:00,ANTIOQUIA
67411,6409325,2026-06-06,1:00:00,ANTIOQUIA
67412,6409329,2026-06-05,23:30:00,CUNDINAMARCA
67413,6409333,2026-06-07,2:30:00,CUNDINAMARCA
67414,6409335,2026-06-06,1:00:00,CUNDINAMARCA
67419,6409337,2026-06-07,0:30:00,CUNDINAMARCA
67420,6409340,2026-06-06,1:30:00,CUNDINAMARCA
67423,6409346,2026-06-06,2:00:00,ANTIOQUIA
67424,6409357,2026-06-05,23:30:00,CUNDINAMARCA
67426,6409359,2026-06-06,0:00:00,CUNDINAMARCA
67428,6409361,2026-06-06,1:30:00,CUNDINAMARCA
67431,6409364,2026-06-06,0:30:00,ANTIOQUIA
67436,6409368,2026-06-05,23:55:00,VALLE DEL CAUCA
67438,6409369,2026-06-07,1:00:00,CUNDINAMARCA
67439,6409360,2026-06-06,14:00:00,CUNDINAMARCA
67440,6409370,2026-06-06,0:35:00,CUNDINAMARCA
67442,6409375,2026-06-06,0:00:00,ANTIOQUIA
67444,6409379,2026-06-06,0:00:00,ANTIOQUIA
67445,6409381,2026-06-06,0:20:00,ANTIOQUIA
67446,6409377,2026-06-06,0:30:00,CUNDINAMARCA
67450,6409385,2026-06-06,2:30:00,CUNDINAMARCA
67452,6409387,2026-06-06,0:25:00,ANTIOQUIA
67456,6409395,2026-06-06,2:00:00,VALLE DEL CAUCA
67457,6409393,2026-06-06,0:35:00,ANTIOQUIA
67458,6409369,2026-06-06,0:40:00,ANTIOQUIA
67460,6409399,2026-06-06,2:00:00,VALLE DEL CAUCA
67461,6409403,2026-06-06,2:00:00,VALLE DEL CAUCA
67464,6409401,2026-06-06,2:00:00,VALLE DEL CAUCA
67465,6409402,2026-06-06,2:30:00,CUNDINAMARCA
67466,6409405,2026-06-06,3:00:00,VALLE DEL CAUCA
67470,6409413,2026-06-06,1:00:00,CUNDINAMARCA
67471,6409412,2026-06-06,1:30:00,CUNDINAMARCA
67472,6409416,2026-06-06,1:00:00,CUNDINAMARCA
67473,6409417,2026-06-06,1:05:00,CUNDINAMARCA
67474,6409418,2026-06-06,2:30:00,CUNDINAMARCA
67477,6409419,2026-06-06,19:00:00,CUNDINAMARCA
67478,6409423,2026-06-06,1:30:00,VALLE DEL CAUCA
67479,6409422,2026-06-06,4:00:00,ANTIOQUIA
67481,6409424,2026-06-06,1:20:00,CUNDINAMARCA
67483,6409427,2026-06-06,1:30:00,CUNDINAMARCA
67484,6409430,2026-06-06,1:30:00,ANTIOQUIA
67488,6409438,2026-06-06,1:45:00,CUNDINAMARCA
67489,6409445,2026-06-06,1:40:00,ANTIOQUIA
67490,6409441,2026-06-06,1:45:00,CUNDINAMARCA
67491,6409443,2026-06-06,1:35:00,VALLE DEL CAUCA
67495,6409451,2026-06-06,1:45:00,ANTIOQUIA
67496,6409431,2026-06-06,4:00:00,VALLE DEL CAUCA
67500,6409456,2026-06-06,2:00:00,CUNDINAMARCA
67502,6409458,2026-06-06,3:40:00,CUNDINAMARCA
67503,6409460,2026-06-06,22:30:00,CUNDINAMARCA
67504,6409459,2026-06-06,2:30:00,VALLE DEL CAUCA
67505,6408981,2026-06-06,3:00:00,VALLE DEL CAUCA
67510,64094699,2026-06-06,2:30:00,CUNDINAMARCA
67515,6409474,2026-06-06,4:00:00,CUNDINAMARCA
67516,6409475,2026-06-07,1:40:00,ANTIOQUIA
67517,6409325,2026-06-06,1:30:00,ANTIOQUIA
67518,6409478,2026-06-06,3:05:00,CUNDINAMARCA
67519,6409481,2026-06-06,2:55:00,ANTIOQUIA
67521,6409484,2026-06-06,22:30:00,CUNDINAMARCA
67522,6409485,2026-06-06,23:05:00,ANTIOQUIA
67524,6409487,2026-06-06,7:00:00,CUNDINAMARCA
67525,6409488,2026-06-06,2:30:00,CUNDINAMARCA
67530,6409491,2026-06-06,3:00:00,VALLE DEL CAUCA
67532,6409494,2026-06-06,3:00:00,CUNDINAMARCA
67533,6409495,2026-06-06,3:30:00,VALLE DEL CAUCA
67535,6409496,2026-06-06,3:00:00,CUNDINAMARCA
67540,6409500,2026-06-06,4:00:00,ANTIOQUIA
67541,6409502,2026-06-06,4:45:00,VALLE DEL CAUCA
67542,6409508,2026-06-06,3:30:00,ANTIOQUIA
67548,6409520,2026-06-06,4:15:00,CUNDINAMARCA
67549,6409526,2026-06-06,4:30:00,VALLE DEL CAUCA
67550,6409525,2026-06-06,4:30:00,VALLE DEL CAUCA
67551,6409531,2026-06-06,4:40:00,VALLE DEL CAUCA
67552,6409532,2026-06-06,4:50:00,VALLE DEL CAUCA
67563,6409558,2026-06-06,13:30:00,VALLE DEL CAUCA
67577,6409580,2026-06-06,10:30:00,CUNDINAMARCA
67589,6409597,2026-06-07,2:00:00,CUNDINAMARCA
67597,6409599,2026-06-06,12:30:00,CUNDINAMARCA
67602,6409620,2026-06-06,21:00:00,CUNDINAMARCA
67609,6409632,2026-06-06,20:30:00,VALLE DEL CAUCA
67611,6409640,2026-06-06,22:00:00,VALLE DEL CAUCA
67616,6409644,2026-06-07,2:00:00,ANTIOQUIA
67626,6409668,2026-06-06,20:30:00,ANTIOQUIA
67637,6409686,2026-06-07,3:00:00,CUNDINAMARCA
67639,6409688,2026-06-06,18:30:00,CUNDINAMARCA
67643,6409714,2026-06-06,13:30:00,VALLE DEL CAUCA
67646,6409713,2026-06-07,1:30:00,VALLE DEL CAUCA
67653,6409709,2026-06-07,3:30:00,ANTIOQUIA
67664,6409475,2026-06-07,1:40:00,ANTIOQUIA
67665,6409758,2026-06-07,2:00:00,CUNDINAMARCA
67678,6409754,2026-06-06,23:00:00,ANTIOQUIA
67679,6409775,2026-06-07,2:00:00,CUNDINAMARCA
67682,6409782,2026-06-06,15:30:00,CUNDINAMARCA
67686,6409807,2026-06-07,2:00:00,ANTIOQUIA
67691,6409814,2026-06-07,2:00:00,CUNDINAMARCA
67693,6409803,2026-06-07,0:30:00,CUNDINAMARCA
67694,6409824,2026-06-06,17:00:00,CUNDINAMARCA
67710,6409852,2026-06-07,0:00:00,ANTIOQUIA
67712,6409866,2026-06-07,1:00:00,CUNDINAMARCA
67715,6409865,2026-06-06,23:00:00,CUNDINAMARCA
67719,6409870,2026-06-07,0:00:00,VALLE DEL CAUCA
67721,6409863,2026-06-06,20:00:00,CUNDINAMARCA
67727,6409883,2026-06-07,0:00:00,CUNDINAMARCA
67731,6409893,2026-06-07,3:00:00,CUNDINAMARCA
67732,6409892,2026-06-07,3:30:00,CUNDINAMARCA
67733,6409888,2026-06-07,1:00:00,ANTIOQUIA
67735,6409889,2026-06-07,1:00:00,CUNDINAMARCA
67739,6409897,2026-06-06,16:35:00,CUNDINAMARCA
67742,6409895,2026-06-06,18:30:00,CUNDINAMARCA
67744,6409890,2026-06-07,1:00:00,CUNDINAMARCA
67750,6409925,2026-06-07,1:30:00,CUNDINAMARCA
67752,6409928,2026-06-06,17:20:00,CUNDINAMARCA
67754,6409931,2026-06-07,2:00:00,CUNDINAMARCA
67756,6409935,2026-06-07,0:30:00,VALLE DEL CAUCA
67757,6409933,2026-06-07,1:45:00,CUNDINAMARCA
67762,6409937,2026-06-07,2:00:00,ANTIOQUIA
67765,6409940,2026-06-06,21:00:00,CUNDINAMARCA
67769,6409955,2026-06-06,21:00:00,CUNDINAMARCA
67775,64099631,2026-06-07,1:00:00,ANTIOQUIA
67779,6409970,2026-06-06,20:00:00,ANTIOQUIA
67780,6409975,2026-06-07,0:30:00,ANTIOQUIA
67783,6409981,2026-06-06,21:00:00,CUNDINAMARCA
67788,6409988,2026-06-06,18:30:00,CUNDINAMARCA
67789,6409984,2026-06-07,2:30:00,VALLE DEL CAUCA
67793,659258,2026-06-06,20:40:00,ANTIOQUIA
67794,6410000,2026-06-06,23:30:00,ANTIOQUIA
67796,6409997,2026-06-07,2:30:00,VALLE DEL CAUCA
67799,6409999,2026-06-06,21:30:00,CUNDINAMARCA
67801,6410006,2026-06-07,0:00:00,CUNDINAMARCA
67804,6410007,2026-06-07,14:00:00,VALLE DEL CAUCA
67810,6410025,2026-06-07,0:30:00,CUNDINAMARCA
67813,6410034,2026-06-06,20:00:00,CUNDINAMARCA
67815,6410030,2026-06-06,23:00:00,ANTIOQUIA
67816,6410031,2026-06-06,22:30:00,ANTIOQUIA
67817,6410044,2026-06-06,21:00:00,CUNDINAMARCA
67819,6410045,2026-06-06,22:00:00,ANTIOQUIA
67820,6410035,2026-06-07,1:30:00,CUNDINAMARCA
67822,6410039,2026-06-06,20:00:00,CUNDINAMARCA
67824,6410040,2026-06-07,2:00:00,CUNDINAMARCA
67827,6410052,2026-06-07,2:00:00,CUNDINAMARCA
67833,6410072,2026-06-06,21:30:00,VALLE DEL CAUCA
67838,6409944,2026-06-06,21:00:00,CUNDINAMARCA
67839,6410075,2026-06-07,2:00:00,CUNDINAMARCA
67842,6410081,2026-06-06,23:00:00,CUNDINAMARCA
67844,6410086,2026-06-06,22:00:00,CUNDINAMARCA
67846,6410087,2026-06-06,20:30:00,CUNDINAMARCA
67848,6410096,2026-06-06,20:15:00,ANTIOQUIA
67849,6410100,2026-06-06,22:00:00,ANTIOQUIA
67850,6410097,2026-06-06,20:30:00,CUNDINAMARCA
67851,6410104,2026-06-06,23:00:00,CUNDINAMARCA
67852,6410099,2026-06-07,1:00:00,CUNDINAMARCA
67855,6410105,2026-06-06,21:00:00,CUNDINAMARCA
67856,6410109,2026-06-08,0:00:00,CUNDINAMARCA
67858,6410112,2026-06-07,0:30:00,ANTIOQUIA
67859,6410113,2026-06-06,23:00:00,CUNDINAMARCA
67861,6410116,2026-06-06,22:00:00,CUNDINAMARCA
67862,6410122,2026-06-08,3:00:00,CUNDINAMARCA
67864,6410119,2026-06-07,3:00:00,VALLE DEL CAUCA
67866,6410132,2026-06-06,23:30:00,CUNDINAMARCA
67867,6410135,2026-06-06,21:30:00,CUNDINAMARCA
67868,6410134,2026-06-07,1:00:00,ANTIOQUIA
67869,6410137,2026-06-07,0:00:00,CUNDINAMARCA
67870,6410138,2026-06-06,23:45:00,ANTIOQUIA
67871,6410139,2026-06-06,23:00:00,CUNDINAMARCA
67873,6410140,2026-06-06,21:00:00,CUNDINAMARCA
67874,6410145,2026-06-07,0:40:00,CUNDINAMARCA
67875,6410149,2026-06-06,21:00:00,CUNDINAMARCA
67877,6410147,2026-06-07,5:00:00,VALLE DEL CAUCA
67878,6410153,2026-06-06,23:55:00,CUNDINAMARCA
67879,6410152,2026-06-06,22:00:00,CUNDINAMARCA
67880,6410146,2026-06-06,22:00:00,ANTIOQUIA
67883,6410158,2026-06-06,22:00:00,CUNDINAMARCA
67885,6410160,2026-06-06,23:00:00,CUNDINAMARCA
67887,6410164,2026-06-07,0:30:00,CUNDINAMARCA
67889,6410166,2026-06-06,23:00:00,CUNDINAMARCA
67892,6410171,2026-06-07,1:00:00,ANTIOQUIA
67893,6410174,2026-06-06,21:30:00,ANTIOQUIA
67894,6410173,2026-06-07,16:15:00,CUNDINAMARCA
67895,6410172,2026-06-06,23:45:00,CUNDINAMARCA
67896,6410178,2026-06-06,22:15:00,CUNDINAMARCA
67897,6410179,2026-06-07,3:00:00,VALLE DEL CAUCA
67901,6410182,2026-06-08,2:30:00,ANTIOQUIA
67903,6410184,2026-06-06,23:00:00,ANTIOQUIA
67906,6410191,2026-06-06,22:00:00,CUNDINAMARCA
67907,6410190,2026-06-06,23:30:00,ANTIOQUIA
67911,6410198,2026-06-07,2:00:00,ANTIOQUIA
67914,6410201,2026-06-06,22:30:00,CUNDINAMARCA
67915,6409993,2026-06-06,20:40:00,ANTIOQUIA
67917,6410206,2026-06-06,22:15:00,CUNDINAMARCA
67918,6410210,2026-06-06,23:30:00,CUNDINAMARCA
67920,6410216,2026-06-07,0:15:00,CUNDINAMARCA
67921,6410213,2026-06-06,22:20:00,VALLE DEL CAUCA
67922,6410218,2026-06-07,1:00:00,ANTIOQUIA
67923,6410220,2026-06-07,2:00:00,ANTIOQUIA
67926,6410219,2026-06-07,2:00:00,VALLE DEL CAUCA
67929,6410232,2026-06-06,21:30:00,CUNDINAMARCA
67930,6410231,2026-06-07,3:00:00,ANTIOQUIA
67932,6410238,2026-06-07,0:00:00,ANTIOQUIA
67934,6410221,2026-06-06,21:00:00,ANTIOQUIA
67935,6410241,2026-06-07,0:00:00,ANTIOQUIA
67936,6410237,2026-06-07,0:45:00,CUNDINAMARCA
67938,6410233,2026-06-07,1:00:00,ANTIOQUIA
67940,6410235,2026-06-07,1:00:00,VALLE DEL CAUCA
67941,6410247,2026-06-06,22:45:00,ANTIOQUIA
67942,6410240,2026-06-07,3:00:00,CUNDINAMARCA
67943,6410248,2026-06-07,2:00:00,ANTIOQUIA
67944,6410245,2026-06-06,23:00:00,ANTIOQUIA
67946,6410251,2026-06-06,23:00:00,CUNDINAMARCA
67947,6410255,2026-06-07,1:00:00,ANTIOQUIA
67951,6410254,2026-06-07,1:00:00,CUNDINAMARCA
67952,6410138,2026-06-06,23:45:00,ANTIOQUIA
67956,6410258,2026-06-07,3:00:00,VALLE DEL CAUCA
67957,6410269,2026-06-06,23:45:00,CUNDINAMARCA
67958,6410260,2026-06-07,2:00:00,CUNDINAMARCA
